Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,V2,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,Group
HL_4__367__6,HL_4__367,1.0,3.0,4.0,4.0,4.0,10.0,5.0,5.0,5.0,10.0,10.0,10.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,4
HL_5__368__6,HL_5__368,2.0,3.0,6.0,6.0,6.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4
PM13__369__6,PM13__369,2.0,3.0,4.0,4.0,4.0,10.0,10.0,10.0,8.0,6.0,7.0,6.0,7.0,3.0,7.0,8.0,3.0,6.0,3.0,4
SF2601__370__6,SF2601__370,1.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,3.0,10.0,10.0,10.0,7.0,2.0,1.0,5.0,2.0,4.0,4.0,4
AM0601__371__6,AM0601__371,1.0,4.0,3.0,3.0,3.0,10.0,10.0,10.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,7.0,2.0,1.0,5.0,4
KL0602__372__6,KL0602__372,2.0,4.0,4.0,2.0,2.0,10.0,9.0,10.0,10.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,2.0,3.0,5.0,4
JB0708__373__6,JB0708__373,2.0,3.0,2.0,7.0,5.0,7.0,7.0,7.0,5.0,5.0,10.0,8.0,7.0,7.0,6.0,8.0,3.0,1.0,4.0,4
T1__374__6,T1__374,1.0,5.0,5.0,7.0,7.0,7.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,4
T2__375__6,T2__375,2.0,2.0,2.0,1.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,8.0,10.0,8.0,7.0,10.0,4
T3__376__6,T3__376,2.0,1.0,1.0,1.0,1.0,6.0,9.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,5.0,6.0,4
T4__377__6,T4__377,1.0,1.0,1.0,1.0,1.0,8.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,4
T5__378__6,T5__378,2.0,3.0,2.0,3.0,2.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,8.0,4
LS_1__384__6,LS_1__384,1.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,8.0,4.0,4.0,8.0,2.0,2.0,10.0,9.0,9.0,4
T_1__389__6,T_1__389,1.0,3.0,2.0,2.0,2.0,2.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,6.0,2.0,4.0,4
K_5__391__6,K_5__391,1.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,5.0,8.0,8.0,8.0,3.0,1.0,2.0,6.0,2.0,8.0,4.0,4
P_3__392__6,P_3__392,2.0,3.0,4.0,4.0,4.0,8.0,7.0,5.0,4.0,7.0,7.0,6.0,6.0,5.0,4.0,5.0,3.0,4.0,6.0,4
T_4__393__6,T_4__393,2.0,5.0,3.0,6.0,5.0,2.0,1.0,6.0,6.0,5.0,4.0,7.0,7.0,3.0,4.0,4.0,1.0,7.0,4.0,4
det18__395__6,det18__395,1.0,3.0,6.0,7.0,6.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4
110__399__6,110__399,1.0,1.0,1.0,1.0,1.0,10.0,8.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4
111__400__6,111__400,2.0,2.0,3.0,2.0,3.0,10.0,9.0,10.0,8.0,10.0,10.0,10.0,10.0,5.0,7.0,6.0,10.0,10.0,10.0,4
112__401__6,112__401,2.0,6.0,1.0,1.0,1.0,8.0,8.0,8.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,6.0,4
113__402__6,113__402,1.0,4.0,2.0,3.0,4.0,7.0,8.0,10.0,10.0,6.0,7.0,10.0,10.0,8.0,5.0,8.0,10.0,1.0,2.0,4
114__403__6,114__403,2.0,5.0,4.0,7.0,4.0,5.0,9.0,9.0,10.0,5.0,10.0,6.0,10.0,3.0,1.0,4.0,8.0,8.0,6.0,4
DB_1__404__6,DB_1__404,1.0,2.0,1.0,2.0,2.0,5.0,7.0,10.0,10.0,7.0,10.0,7.0,7.0,10.0,2.0,2.0,2.0,2.0,2.0,4
DB_2__405__6,DB_2__405,1.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,2.0,1.0,1.0,2.0,3.0,3.0,4
DB_3__406__6,DB_3__406,1.0,1.0,2.0,7.0,7.0,5.0,4.0,9.0,9.0,10.0,7.0,9.0,9.0,4.0,7.0,7.0,3.0,5.0,5.0,4
DB_5__408__6,DB_5__408,1.0,5.0,7.0,5.0,5.0,6.0,2.0,7.0,7.0,8.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,8.0,8.0,4
ME_1__409__6,ME_1__409,1.0,5.0,6.0,5.0,5.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,1.0,2.0,5.0,4.0,5.0,4.0,4
US_1__410__6,US_1__410,1.0,3.0,4.0,5.0,6.0,9.0,10.0,8.0,7.0,10.0,9.0,9.0,9.0,6.0,5.0,4.0,1.0,4.0,5.0,4
TU_1__411__6,TU_1__411,1.0,2.0,2.0,2.0,2.0,10.0,5.0,4.0,5.0,6.0,5.0,6.0,8.0,8.0,7.0,6.0,5.0,6.0,6.0,4
CC_1__412__6,CC_1__412,1.0,5.0,4.0,3.0,2.0,7.0,10.0,10.0,10.0,9.0,8.0,7.0,7.0,10.0,9.0,10.0,4.0,5.0,6.0,4
IE_1__413__6,IE_1__413,1.0,2.0,4.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,2.0,3.0,4.0,1.0,1.0,1.0,4
JZ_1__414__6,JZ_1__414,2.0,1.0,1.0,1.0,1.0,7.0,3.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,4
JZ_2__415__6,JZ_2__415,2.0,1.0,1.0,1.0,1.0,8.0,9.0,7.0,7.0,10.0,9.0,10.0,10.0,6.0,3.0,3.0,4.0,2.0,2.0,4
JZ_4__417__6,JZ_4__417,1.0,5.0,6.0,5.0,6.0,9.0,9.0,9.0,9.0,10.0,7.0,9.0,9.0,10.0,2.0,2.0,1.0,1.0,1.0,4
JZ_5__418__6,JZ_5__418,1.0,3.0,4.0,4.0,4.0,5.0,10.0,1.0,3.0,10.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4
SS_01__1__7,SS_01__1,1.0,7.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
JH_02__2__7,JH_02__2,2.0,1.0,2.0,1.0,1.0,9.0,8.0,7.0,6.0,9.0,6.0,5.0,6.0,10.0,9.0,10.0,6.0,7.0,7.0,4
CH_03__3__7,CH_03__3,1.0,7.0,7.0,4.0,5.0,1.0,2.0,1.0,10.0,1.0,8.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,4
NR_04__4__7,NR_04__4,2.0,7.0,6.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4
MD_05__5__7,MD_05__5,1.0,5.0,7.0,6.0,7.0,6.0,6.0,8.0,1.0,6.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
BO_06__6__7,BO_06__6,2.0,6.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
BK_07__7__7,BK_07__7,1.0,4.0,3.0,4.0,6.0,7.0,1.0,9.0,4.0,9.0,1.0,7.0,7.0,1.0,4.0,4.0,1.0,2.0,10.0,4
JL_08__8__7,JL_08__8,1.0,2.0,7.0,3.0,3.0,10.0,9.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,6.0,4.0,5.0,4
NS_09__9__7,NS_09__9,1.0,5.0,4.0,7.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
NH_10__10__7,NH_10__10,1.0,4.0,3.0,4.0,5.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,1.0,6.0,6.0,5.0,6.0,8.0,4
KH_11__11__7,KH_11__11,1.0,3.0,7.0,4.0,4.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,9.0,8.0,7.0,6.0,2.0,1.0,1.0,4
SK_12__12__7,SK_12__12,2.0,4.0,3.0,5.0,6.0,2.0,1.0,4.0,5.0,7.0,1.0,5.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,4
ML_13__13__7,ML_13__13,2.0,3.0,2.0,3.0,3.0,8.0,7.0,9.0,7.0,10.0,8.0,9.0,8.0,10.0,9.0,7.0,5.0,8.0,8.0,4
MW_14__14__7,MW_14__14,1.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,10.0,10.0,3.0,7.0,4.0,7.0,9.0,10.0,4.0,5.0,4
MF_15__15__7,MF_15__15,1.0,5.0,3.0,4.0,7.0,3.0,7.0,6.0,1.0,7.0,6.0,7.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,4
SB_16__16__7,SB_16__16,1.0,3.0,3.0,4.0,3.0,9.0,8.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,8.0,4.0,5.0,4.0,5.0,4
SJ_17__17__7,SJ_17__17,1.0,4.0,7.0,2.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,4
BK_18__18__7,BK_18__18,2.0,3.0,1.0,7.0,7.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
FK_19__19__7,FK_19__19,2.0,1.0,6.0,1.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,6.0,6.0,6.0,4
LF_20__20__7,LF_20__20,1.0,4.0,5.0,7.0,7.0,8.0,3.0,1.0,1.0,7.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4
AF_21__21__7,AF_21__21,2.0,3.0,3.0,5.0,4.0,2.0,5.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,4.0,6.0,3.0,5.0,6.0,4
HL_1__34__7,HL_1__34,1.0,4.0,3.0,5.0,6.0,9.0,8.0,8.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,5.0,2.0,2.0,3.0,4
HL_2__35__7,HL_2__35,2.0,4.0,4.0,3.0,6.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,6.0,8.0,8.0,9.0,4.0,4.0,1.0,4
HL_3__36__7,HL_3__36,1.0,3.0,3.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,4.0,4.0,3.0,8.0,8.0,9.0,4
HL_4__37__7,HL_4__37,2.0,2.0,4.0,3.0,3.0,9.0,6.0,6.0,6.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,4
HL_5__38__7,HL_5__38,2.0,6.0,5.0,4.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,5.0,5.0,5.0,4
HL_6__39__7,HL_6__39,2.0,3.0,4.0,5.0,5.0,10.0,9.0,9.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,7.0,4
HL_7__40__7,HL_7__40,1.0,4.0,2.0,4.0,4.0,8.0,6.0,6.0,7.0,1.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,8.0,4
HL_10__43__7,HL_10__43,2.0,2.0,5.0,2.0,4.0,10.0,8.0,8.0,8.0,10.0,7.0,7.0,7.0,9.0,9.0,9.0,5.0,5.0,6.0,4
HL_11__44__7,HL_11__44,2.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,9.0,9.0,9.0,4.0,4.0,6.0,4
HL_13__46__7,HL_13__46,2.0,4.0,3.0,4.0,4.0,9.0,9.0,9.0,8.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,8.0,8.0,8.0,4
P1__79__7,P1__79,1.0,4.0,2.0,4.0,4.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
P2__80__7,P2__80,1.0,2.0,3.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,4
P3__81__7,P3__81,1.0,3.0,4.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,3.0,3.0,3.0,4
P4__82__7,P4__82,1.0,4.0,3.0,4.0,4.0,10.0,10.0,10.0,10.0,5.0,6.0,6.0,6.0,10.0,10.0,10.0,5.0,5.0,5.0,4
P5__83__7,P5__83,2.0,3.0,3.0,3.0,3.0,10.0,10.0,10.0,10.0,5.0,6.0,6.0,6.0,10.0,10.0,10.0,7.0,7.0,7.0,4
TK__87__7,TK__87,2.0,1.0,3.0,2.0,1.0,8.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,9.0,9.0,8.0,6.0,7.0,8.0,4
KH__88__7,KH__88,1.0,6.0,7.0,3.0,3.0,5.0,9.0,7.0,5.0,9.0,7.0,7.0,8.0,2.0,3.0,4.0,1.0,1.0,4.0,4
KK1808__94__7,KK1808__94,2.0,1.0,1.0,1.0,1.0,10.0,7.0,8.0,8.0,10.0,9.0,9.0,9.0,6.0,10.0,10.0,10.0,8.0,8.0,4
SR1807__95__7,SR1807__95,2.0,1.0,5.0,1.0,1.0,7.0,6.0,8.0,6.0,9.0,9.0,9.0,10.0,1.0,7.0,2.0,4.0,10.0,10.0,4
FT2311__96__7,FT2311__96,1.0,6.0,7.0,5.0,6.0,10.0,9.0,10.0,5.0,2.0,1.0,5.0,8.0,5.0,1.0,1.0,2.0,1.0,1.0,4
JL2803__98__7,JL2803__98,2.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,8.0,9.0,9.0,10.0,8.0,10.0,10.0,10.0,6.0,3.0,3.0,4
SK_3__101__7,SK_3__101,2.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,8.0,8.0,8.0,4
SZ_4__102__7,SZ_4__102,2.0,3.0,1.0,4.0,4.0,10.0,7.0,7.0,7.0,10.0,10.0,10.0,9.0,4.0,3.0,4.0,8.0,9.0,9.0,4
RP_5__103__7,RP_5__103,2.0,1.0,7.0,2.0,3.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,4
1__104__7,1__104,1.0,7.0,2.0,5.0,5.0,1.0,1.0,5.0,5.0,6.0,6.0,6.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,4
2__105__7,2__105,1.0,2.0,1.0,2.0,2.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,5.0,5.0,5.0,1.0,1.0,1.0,4
3__106__7,3__106,1.0,1.0,7.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
5__108__7,5__108,1.0,2.0,3.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,4
JL25__109__7,JL25__109,1.0,3.0,5.0,3.0,3.0,4.0,8.0,10.0,8.0,9.0,10.0,10.0,10.0,8.0,10.0,10.0,5.0,1.0,1.0,4
NW25__110__7,NW25__110,2.0,5.0,6.0,4.0,4.0,2.0,8.0,8.0,10.0,2.0,6.0,8.0,8.0,8.0,9.0,9.0,4.0,4.0,5.0,4
KR26__111__7,KR26__111,1.0,4.0,6.0,5.0,5.0,2.0,8.0,7.0,8.0,9.0,8.0,10.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,4
OP64__113__7,OP64__113,1.0,4.0,2.0,4.0,3.0,6.0,4.0,5.0,5.0,7.0,8.0,7.0,8.0,10.0,10.0,10.0,7.0,8.0,8.0,4
MN__114__7,MN__114,1.0,2.0,7.0,2.0,2.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,8.0,10.0,9.0,1.0,1.0,1.0,4
JG__118__7,JG__118,2.0,2.0,3.0,2.0,3.0,10.0,10.0,9.0,10.0,7.0,7.0,9.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,4
MS__119__7,MS__119,1.0,2.0,4.0,3.0,3.0,10.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,4
AS__120__7,AS__120,2.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,4.0,1.0,1.0,5.0,6.0,6.0,4
TY__121__7,TY__121,1.0,2.0,1.0,4.0,3.0,10.0,10.0,5.0,6.0,9.0,8.0,8.0,7.0,5.0,3.0,4.0,5.0,5.0,5.0,4
65KH__124__7,65KH__124,1.0,6.0,6.0,6.0,7.0,5.0,1.0,8.0,5.0,8.0,8.0,10.0,8.0,5.0,6.0,7.0,2.0,5.0,5.0,4
97KH__126__7,97KH__126,2.0,1.0,1.0,1.0,1.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,9.0,7.0,7.0,8.0,5.0,8.0,8.0,4
92VW__128__7,92VW__128,2.0,4.0,4.0,4.0,4.0,7.0,8.0,5.0,7.0,10.0,8.0,10.0,10.0,3.0,2.0,2.0,4.0,5.0,5.0,4
1__129__7,1__129,1.0,5.0,1.0,7.0,7.0,5.0,8.0,7.0,8.0,8.0,9.0,9.0,10.0,4.0,2.0,2.0,2.0,1.0,1.0,4
2__130__7,2__130,2.0,1.0,2.0,1.0,1.0,8.0,8.0,5.0,5.0,8.0,9.0,7.0,7.0,9.0,10.0,10.0,8.0,7.0,7.0,4
3__131__7,3__131,1.0,3.0,4.0,2.0,3.0,7.0,10.0,7.0,9.0,6.0,8.0,8.0,9.0,10.0,10.0,10.0,1.0,1.0,1.0,4
4__132__7,4__132,2.0,4.0,3.0,2.0,3.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,1.0,1.0,1.0,4
WM_1__134__7,WM_1__134,1.0,1.0,1.0,1.0,1.0,3.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,4
SiSc_2__135__7,SiSc_2__135,1.0,1.0,7.0,1.0,1.0,6.0,9.0,9.0,9.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
LM_4__137__7,LM_4__137,2.0,3.0,2.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,2.0,2.0,6.0,1.0,1.0,4
ST_5__138__7,ST_5__138,1.0,3.0,3.0,2.0,2.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,4.0,6.0,6.0,3.0,8.0,8.0,4
P 1__144__7,P 1__144,2.0,1.0,3.0,1.0,1.0,8.0,3.0,1.0,1.0,6.0,5.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,4
1__154__7,1__154,1.0,5.0,3.0,4.0,4.0,7.0,8.0,8.0,8.0,6.0,5.0,4.0,4.0,9.0,9.0,9.0,4.0,5.0,5.0,4
2__155__7,2__155,2.0,4.0,1.0,3.0,3.0,4.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,4
5__158__7,5__158,1.0,5.0,7.0,5.0,5.0,2.0,2.0,4.0,4.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,10.0,10.0,10.0,4
CF_1__184__7,CF_1__184,1.0,1.0,2.0,5.0,5.0,9.0,8.0,7.0,10.0,10.0,7.0,8.0,9.0,8.0,4.0,9.0,3.0,4.0,1.0,4
CF_2__185__7,CF_2__185,1.0,3.0,4.0,3.0,6.0,2.0,6.0,4.0,3.0,5.0,8.0,6.0,6.0,7.0,3.0,1.0,4.0,5.0,6.0,4
CF_5__188__7,CF_5__188,1.0,2.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,1.0,2.0,3.0,4
SSO__189__7,SSO__189,1.0,1.0,1.0,1.0,3.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,4
SKL__190__7,SKL__190,2.0,2.0,1.0,1.0,2.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,7.0,7.0,4
AWI__191__7,AWI__191,1.0,1.0,2.0,1.0,1.0,9.0,10.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,4
FBI__192__7,FBI__192,2.0,2.0,3.0,2.0,1.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,4
SWI__193__7,SWI__193,2.0,3.0,1.0,3.0,2.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,7.0,7.0,8.0,4
CFI__194__7,CFI__194,2.0,2.0,3.0,1.0,1.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,4
NWE__195__7,NWE__195,1.0,3.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,6.0,6.0,8.0,9.0,7.0,7.0,7.0,8.0,8.0,6.0,4
SHE__196__7,SHE__196,1.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,4
LTU__197__7,LTU__197,2.0,5.0,4.0,4.0,2.0,6.0,6.0,7.0,7.0,8.0,7.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,7.0,4
MPA__198__7,MPA__198,2.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,7.0,8.0,9.0,6.0,6.0,6.0,4
HBO__199__7,HBO__199,1.0,3.0,3.0,3.0,1.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,8.0,9.0,4
ATR__200__7,ATR__200,1.0,3.0,1.0,3.0,2.0,7.0,6.0,5.0,7.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,9.0,10.0,10.0,4
SHI__201__7,SHI__201,1.0,1.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,8.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,4
SPA__202__7,SPA__202,1.0,4.0,3.0,3.0,4.0,9.0,8.0,7.0,6.0,8.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,6.0,8.0,4
CDI__203__7,CDI__203,1.0,3.0,5.0,3.0,3.0,7.0,7.0,7.0,7.0,5.0,6.0,9.0,9.0,7.0,7.0,7.0,6.0,6.0,6.0,4
MSO__204__7,MSO__204,1.0,5.0,3.0,4.0,4.0,7.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,8.0,7.0,8.0,9.0,4
NBR__205__7,NBR__205,1.0,3.0,1.0,3.0,2.0,6.0,6.0,6.0,8.0,7.0,8.0,9.0,10.0,7.0,8.0,8.0,9.0,10.0,10.0,4
CWO__206__7,CWO__206,1.0,2.0,4.0,1.0,2.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,4
HSO__207__7,HSO__207,2.0,4.0,1.0,5.0,3.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,6.0,6.0,6.0,10.0,9.0,10.0,4
PVO__208__7,PVO__208,1.0,2.0,2.0,1.0,1.0,8.0,8.0,9.0,9.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,10.0,9.0,9.0,4
LM_1__225__7,LM_1__225,1.0,6.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4
MB_1__226__7,MB_1__226,2.0,5.0,1.0,5.0,5.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,9.0,4
NS_1__227__7,NS_1__227,2.0,3.0,2.0,1.0,2.0,6.0,9.0,9.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,4
JB_1__231__7,JB_1__231,1.0,5.0,5.0,5.0,4.0,10.0,8.0,8.0,6.0,8.0,7.0,7.0,8.0,5.0,5.0,3.0,7.0,8.0,10.0,4
MF_1__233__7,MF_1__233,1.0,4.0,5.0,3.0,4.0,6.0,8.0,9.0,10.0,7.0,5.0,5.0,4.0,2.0,1.0,1.0,8.0,10.0,10.0,4
NZ_1__234__7,NZ_1__234,2.0,2.0,1.0,4.0,5.0,5.0,8.0,9.0,10.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,6.0,4.0,4.0,4
Ke93__244__7,Ke93__244,2.0,2.0,6.0,2.0,2.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,1.0,1.0,1.0,8.0,8.0,6.0,4
Ga96__245__7,Ga96__245,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,8.0,7.0,5.0,4
Ra63__248__7,Ra63__248,1.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,6.0,8.0,9.0,9.0,2.0,6.0,6.0,1.0,9.0,9.0,4
BS__248__7,BS__248,2.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,4
PB__250__7,PB__250,1.0,2.0,6.0,2.0,2.0,4.0,8.0,7.0,7.0,3.0,5.0,6.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,4
CB__251__7,CB__251,1.0,6.0,7.0,6.0,6.0,1.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,3.0,3.0,4
LB__252__7,LB__252,2.0,6.0,4.0,7.0,5.0,1.0,1.0,1.0,1.0,5.0,8.0,8.0,8.0,1.0,2.0,2.0,3.0,3.0,3.0,4
TK__253__7,TK__253,1.0,4.0,3.0,4.0,4.0,7.0,4.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,3.0,3.0,5.0,4
DK__261__7,DK__261,2.0,5.0,4.0,6.0,7.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4
LC__262__7,LC__262,2.0,4.0,5.0,4.0,3.0,6.0,5.0,10.0,7.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,3.0,4.0,4.0,4
04_MK__267__7,04_MK__267,1.0,3.0,4.0,2.0,2.0,10.0,7.0,9.0,9.0,8.0,9.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,10.0,4
