Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,V2,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,Group
JZ_1__414__2,JZ_1__414,2.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,4
JZ_2__415__2,JZ_2__415,1.0,3.0,4.0,3.0,4.0,7.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,2.0,6.0,5.0,1.0,3.0,4.0,4
JZ_4__417__2,JZ_4__417,1.0,3.0,2.0,3.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,5.0,9.0,9.0,9.0,5.0,3.0,3.0,4
JZ_5__418__2,JZ_5__418,1.0,2.0,4.0,4.0,3.0,10.0,9.0,7.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,1.0,2.0,2.0,4
SS_01__1__3,SS_01__1,1.0,6.0,7.0,7.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
JH_02__2__3,JH_02__2,1.0,2.0,4.0,4.0,3.0,10.0,10.0,7.0,9.0,6.0,10.0,8.0,8.0,9.0,8.0,8.0,2.0,3.0,1.0,4
CH_03__3__3,CH_03__3,2.0,2.0,1.0,1.0,3.0,5.0,2.0,5.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,5.0,5.0,4
NR_04__4__3,NR_04__4,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,6.0,5.0,7.0,10.0,6.0,8.0,6.0,4.0,5.0,4
MD_05__5__3,MD_05__5,1.0,2.0,3.0,3.0,5.0,8.0,5.0,6.0,7.0,8.0,10.0,9.0,9.0,5.0,5.0,7.0,1.0,1.0,5.0,4
BO_06__6__3,BO_06__6,1.0,3.0,4.0,2.0,1.0,5.0,6.0,5.0,5.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,4
BK_07__7__3,BK_07__7,2.0,2.0,2.0,2.0,1.0,7.0,4.0,8.0,1.0,8.0,8.0,8.0,1.0,10.0,8.0,1.0,6.0,6.0,1.0,4
JL_08__8__3,JL_08__8,1.0,4.0,3.0,5.0,5.0,10.0,9.0,8.0,8.0,10.0,8.0,8.0,7.0,10.0,1.0,10.0,1.0,2.0,1.0,4
NS_09__9__3,NS_09__9,1.0,1.0,2.0,3.0,1.0,8.0,1.0,10.0,10.0,9.0,10.0,10.0,10.0,2.0,8.0,5.0,1.0,1.0,3.0,4
NH_10__10__3,NH_10__10,2.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,1.0,4.0,1.0,5.0,4.0,4
KH_11__11__3,KH_11__11,1.0,3.0,4.0,4.0,1.0,7.0,8.0,8.0,9.0,10.0,8.0,9.0,9.0,8.0,8.0,9.0,7.0,5.0,5.0,4
SK_12__12__3,SK_12__12,1.0,5.0,6.0,7.0,1.0,1.0,5.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4
ML_13__13__3,ML_13__13,2.0,2.0,2.0,1.0,3.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,9.0,5.0,5.0,8.0,4
MW_14__14__3,MW_14__14,1.0,2.0,1.0,1.0,5.0,10.0,6.0,7.0,8.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,5.0,7.0,3.0,4
MF_15__15__3,MF_15__15,1.0,5.0,4.0,4.0,6.0,1.0,7.0,5.0,6.0,7.0,7.0,8.0,9.0,3.0,1.0,1.0,3.0,2.0,1.0,4
SB_16__16__3,SB_16__16,2.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,7.0,8.0,7.0,8.0,8.0,5.0,3.0,3.0,2.0,2.0,4.0,4
SJ_17__17__3,SJ_17__17,1.0,5.0,5.0,5.0,6.0,3.0,7.0,8.0,6.0,9.0,9.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,4
BK_18__18__3,BK_18__18,1.0,5.0,6.0,7.0,5.0,8.0,10.0,1.0,1.0,8.0,10.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,4
FK_19__19__3,FK_19__19,2.0,2.0,2.0,2.0,1.0,5.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,4
LF_20__20__3,LF_20__20,1.0,2.0,2.0,3.0,3.0,7.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,1.0,1.0,1.0,4
AF_21__21__3,AF_21__21,1.0,2.0,2.0,4.0,1.0,7.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,9.0,3.0,2.0,5.0,4
HL_1__34__3,HL_1__34,1.0,2.0,2.0,2.0,6.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,10.0,10.0,10.0,9.0,9.0,9.0,4
HL_2__35__3,HL_2__35,2.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,8.0,6.0,6.0,4.0,6.0,6.0,3.0,5.0,5.0,2.0,4
HL_3__36__3,HL_3__36,2.0,3.0,3.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,8.0,4
HL_4__37__3,HL_4__37,2.0,1.0,1.0,1.0,1.0,9.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,4
HL_5__38__3,HL_5__38,2.0,3.0,3.0,3.0,1.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,5.0,5.0,6.0,4
HL_6__39__3,HL_6__39,1.0,2.0,2.0,2.0,4.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,10.0,10.0,8.0,8.0,8.0,9.0,4
HL_7__40__3,HL_7__40,2.0,4.0,5.0,5.0,1.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,6.0,4
HL_8__41__3,HL_8__41,2.0,3.0,5.0,5.0,1.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0,4
HL_9__42__3,HL_9__42,1.0,1.0,1.0,1.0,1.0,9.0,7.0,7.0,7.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,4
HL_10__43__3,HL_10__43,1.0,2.0,1.0,1.0,1.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
HL_11__44__3,HL_11__44,1.0,3.0,2.0,2.0,3.0,9.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,9.0,9.0,6.0,6.0,6.0,4
HL_13__46__3,HL_13__46,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4
HL_14__47__3,HL_14__47,2.0,4.0,5.0,5.0,1.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,4
HL_15__48__3,HL_15__48,2.0,4.0,3.0,3.0,1.0,5.0,8.0,8.0,8.0,7.0,10.0,10.0,9.0,10.0,10.0,9.0,5.0,5.0,5.0,4
P1__79__3,P1__79,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,4
P2__80__3,P2__80,2.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,4
P4__82__3,P4__82,2.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,10.0,10.0,10.0,6.0,6.0,6.0,4
P5__83__3,P5__83,2.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,10.0,10.0,10.0,8.0,8.0,8.0,4
DR__85__3,DR__85,2.0,3.0,1.0,1.0,3.0,6.0,3.0,4.0,6.0,8.0,5.0,6.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0,4
TK__87__3,TK__87,1.0,7.0,4.0,5.0,6.0,1.0,6.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,8.0,2.0,2.0,1.0,4
KH__88__3,KH__88,2.0,1.0,1.0,1.0,1.0,6.0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,10.0,10.0,10.0,9.0,10.0,9.0,4
KK1808__94__3,KK1808__94,2.0,3.0,4.0,6.0,6.0,10.0,7.0,7.0,8.0,9.0,8.0,7.0,8.0,2.0,2.0,6.0,10.0,3.0,7.0,4
SR1807__95__3,SR1807__95,1.0,1.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,4
KT2203__97__3,KT2203__97,2.0,2.0,1.0,2.0,7.0,3.0,4.0,3.0,3.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,2.0,2.0,3.0,4
JL2803__98__3,JL2803__98,1.0,2.0,2.0,1.0,4.0,8.0,7.0,9.0,8.0,5.0,6.0,10.0,8.0,10.0,10.0,10.0,2.0,1.0,5.0,4
LK_1__99__3,LK_1__99,1.0,2.0,2.0,3.0,1.0,5.0,6.0,5.0,6.0,10.0,9.0,8.0,8.0,10.0,10.0,9.0,2.0,2.0,3.0,4
SK_3__101__3,SK_3__101,1.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,3.0,8.0,6.0,8.0,8.0,5.0,6.0,6.0,5.0,3.0,5.0,4
SZ_4__102__3,SZ_4__102,2.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,5.0,8.0,8.0,8.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,4
RP_5__103__3,RP_5__103,2.0,2.0,3.0,3.0,1.0,5.0,6.0,8.0,10.0,5.0,6.0,6.0,6.0,8.0,8.0,8.0,10.0,10.0,9.0,4
3__106__3,3__106,1.0,4.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4
4__107__3,4__107,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,9.0,9.0,4
5__108__3,5__108,2.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,9.0,9.0,9.0,10.0,10.0,10.0,5.0,5.0,5.0,4
JL25__109__3,JL25__109,1.0,3.0,2.0,3.0,1.0,8.0,5.0,7.0,5.0,7.0,7.0,9.0,8.0,5.0,10.0,8.0,1.0,1.0,1.0,4
NW25__110__3,NW25__110,2.0,1.0,1.0,1.0,3.0,9.0,6.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,4
KR26__111__3,KR26__111,1.0,1.0,4.0,2.0,1.0,5.0,8.0,10.0,10.0,9.0,10.0,10.0,10.0,3.0,8.0,9.0,2.0,1.0,1.0,4
AH28__112__3,AH28__112,2.0,3.0,2.0,3.0,1.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,5.0,9.0,10.0,10.0,10.0,10.0,4
OP64__113__3,OP64__113,2.0,1.0,2.0,1.0,3.0,6.0,5.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,5.0,5.0,5.0,4
MN__114__3,MN__114,1.0,1.0,1.0,1.0,1.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,1.0,1.0,3.0,4
MG__116__3,MG__116,1.0,1.0,1.0,1.0,1.0,8.0,8.0,9.0,9.0,9.0,9.0,6.0,7.0,1.0,8.0,9.0,2.0,2.0,2.0,4
MS__119__3,MS__119,1.0,3.0,3.0,3.0,7.0,10.0,8.0,9.0,9.0,8.0,8.0,9.0,7.0,7.0,8.0,7.0,2.0,4.0,5.0,4
AS__120__3,AS__120,2.0,1.0,1.0,1.0,1.0,5.0,7.0,8.0,8.0,10.0,8.0,8.0,8.0,10.0,10.0,9.0,10.0,1.0,1.0,4
TY__121__3,TY__121,2.0,2.0,4.0,2.0,1.0,8.0,10.0,8.0,7.0,8.0,6.0,10.0,10.0,7.0,10.0,10.0,5.0,5.0,5.0,4
IS__122__3,IS__122,1.0,5.0,7.0,5.0,4.0,3.0,6.0,7.0,6.0,7.0,5.0,10.0,10.0,1.0,1.0,1.0,4.0,8.0,7.0,4
IS Ba__123__3,IS Ba__123,2.0,1.0,1.0,2.0,7.0,4.0,5.0,5.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,4
65KH__124__3,65KH__124,1.0,5.0,3.0,5.0,4.0,8.0,1.0,10.0,4.0,10.0,8.0,10.0,10.0,1.0,6.0,10.0,1.0,4.0,6.0,4
90MA__127__3,90MA__127,1.0,4.0,3.0,3.0,4.0,9.0,8.0,1.0,1.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,1.0,9.0,9.0,4
92VW__128__3,92VW__128,2.0,2.0,2.0,2.0,1.0,6.0,6.0,5.0,6.0,8.0,7.0,10.0,8.0,9.0,8.0,10.0,7.0,10.0,10.0,4
1__129__3,1__129,1.0,1.0,2.0,2.0,4.0,7.0,7.0,6.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,3.0,2.0,2.0,4
2__130__3,2__130,2.0,4.0,3.0,3.0,3.0,5.0,5.0,8.0,8.0,5.0,7.0,8.0,8.0,4.0,5.0,5.0,2.0,1.0,1.0,4
5__133__3,5__133,2.0,3.0,2.0,2.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4
WM_1__134__3,WM_1__134,2.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,10.0,10.0,10.0,5.0,5.0,5.0,4
SiSc_2__135__3,SiSc_2__135,1.0,6.0,6.0,5.0,3.0,1.0,7.0,7.0,7.0,1.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,4
IM_3__136__3,IM_3__136,1.0,5.0,5.0,3.0,7.0,1.0,2.0,5.0,5.0,8.0,8.0,8.0,8.0,1.0,5.0,5.0,1.0,1.0,1.0,4
ST_5__138__3,ST_5__138,1.0,5.0,6.0,6.0,1.0,3.0,3.0,4.0,4.0,8.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,2.0,2.0,4
P 1__144__3,P 1__144,1.0,4.0,3.0,5.0,3.0,10.0,5.0,10.0,9.0,6.0,10.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,4
P 4__147__3,P 4__147,1.0,2.0,3.0,4.0,7.0,4.0,5.0,3.0,4.0,7.0,8.0,10.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,4
P 5__148__3,P 5__148,1.0,4.0,3.0,5.0,7.0,3.0,6.0,7.0,9.0,7.0,8.0,8.0,6.0,5.0,1.0,1.0,8.0,8.0,9.0,4
1__154__3,1__154,1.0,5.0,5.0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.0,3.0,5.0,6.0,6.0,4
2__155__3,2__155,1.0,1.0,1.0,1.0,1.0,6.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4
3__156__3,3__156,2.0,1.0,1.0,2.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,10.0,8.0,8.0,5.0,6.0,6.0,4
4__157__3,4__157,2.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,4
5__158__3,5__158,2.0,2.0,3.0,3.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,9.0,8.0,8.0,10.0,10.0,10.0,4
KK_1__169__3,KK_1__169,1.0,1.0,1.0,1.0,3.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,2.0,8.0,8.0,4.0,2.0,2.0,4
ET_1__173__3,ET_1__173,1.0,2.0,2.0,2.0,5.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,7.0,8.0,7.0,2.0,3.0,3.0,4
CF_2__185__3,CF_2__185,1.0,5.0,5.0,6.0,6.0,2.0,2.0,2.0,4.0,10.0,9.0,9.0,9.0,2.0,8.0,4.0,1.0,3.0,2.0,4
CF_4__187__3,CF_4__187,2.0,1.0,2.0,2.0,3.0,10.0,9.0,9.0,8.0,6.0,10.0,10.0,9.0,7.0,8.0,9.0,10.0,9.0,8.0,4
CF_5__188__3,CF_5__188,2.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,4
SSO__189__3,SSO__189,1.0,4.0,3.0,3.0,1.0,9.0,9.0,9.0,8.0,7.0,8.0,9.0,10.0,6.0,6.0,6.0,5.0,5.0,6.0,4
SKL__190__3,SKL__190,2.0,3.0,2.0,1.0,3.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,7.0,10.0,10.0,4
AWI__191__3,AWI__191,1.0,2.0,2.0,2.0,3.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,4
FBI__192__3,FBI__192,2.0,3.0,3.0,2.0,1.0,7.0,8.0,7.0,7.0,9.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,8.0,4
SWI__193__3,SWI__193,2.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,10.0,10.0,10.0,6.0,8.0,9.0,4
CFI__194__3,CFI__194,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,6.0,4
NWE__195__3,NWE__195,2.0,2.0,2.0,2.0,1.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,10.0,9.0,9.0,4
SHE__196__3,SHE__196,2.0,4.0,3.0,2.0,3.0,7.0,7.0,6.0,6.0,9.0,10.0,10.0,10.0,6.0,6.0,6.0,7.0,10.0,10.0,4
LTU__197__3,LTU__197,1.0,2.0,2.0,3.0,4.0,5.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0,4
MPA__198__3,MPA__198,1.0,2.0,1.0,1.0,3.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,7.0,9.0,9.0,10.0,10.0,4
HBO__199__3,HBO__199,1.0,3.0,3.0,2.0,1.0,7.0,7.0,8.0,8.0,10.0,10.0,9.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,4
ATR__200__3,ATR__200,2.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,4
SHI__201__3,SHI__201,2.0,2.0,1.0,1.0,1.0,8.0,8.0,9.0,9.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,4
SPA__202__3,SPA__202,1.0,1.0,1.0,1.0,1.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,4
CDI__203__3,CDI__203,1.0,5.0,4.0,5.0,1.0,5.0,6.0,6.0,6.0,9.0,10.0,10.0,10.0,5.0,6.0,6.0,8.0,9.0,9.0,4
MSO__204__3,MSO__204,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,9.0,9.0,10.0,9.0,5.0,5.0,5.0,6.0,7.0,8.0,4
NBR__205__3,NBR__205,1.0,2.0,2.0,2.0,3.0,5.0,5.0,6.0,6.0,9.0,10.0,10.0,10.0,8.0,9.0,9.0,7.0,6.0,6.0,4
CWO__206__3,CWO__206,1.0,1.0,1.0,1.0,1.0,6.0,6.0,7.0,8.0,5.0,6.0,6.0,8.0,10.0,10.0,10.0,5.0,4.0,4.0,4
HSO__207__3,HSO__207,2.0,3.0,2.0,1.0,3.0,8.0,9.0,9.0,8.0,9.0,9.0,10.0,9.0,7.0,8.0,9.0,1.0,2.0,2.0,4
PVO__208__3,PVO__208,1.0,1.0,2.0,2.0,3.0,5.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,4
SL_1__223__3,SL_1__223,1.0,5.0,6.0,5.0,2.0,5.0,10.0,10.0,10.0,5.0,4.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,4
LM_1__225__3,LM_1__225,2.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,9.0,8.0,7.0,8.0,10.0,10.0,10.0,3.0,3.0,3.0,4
MB_1__226__3,MB_1__226,2.0,1.0,1.0,1.0,4.0,8.0,9.0,9.0,10.0,7.0,5.0,6.0,7.0,10.0,10.0,10.0,8.0,9.0,9.0,4
NS_1__227__3,NS_1__227,2.0,1.0,7.0,7.0,5.0,10.0,4.0,5.0,6.0,7.0,4.0,6.0,5.0,3.0,2.0,2.0,5.0,5.0,6.0,4
TK_1__228__3,TK_1__228,1.0,4.0,4.0,3.0,2.0,7.0,9.0,9.0,10.0,7.0,9.0,9.0,9.0,1.0,1.0,1.0,2.0,3.0,3.0,4
FM_1__229__3,FM_1__229,2.0,1.0,1.0,1.0,2.0,7.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,4
JB_1__231__3,JB_1__231,2.0,1.0,1.0,1.0,7.0,2.0,3.0,5.0,5.0,7.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,8.0,4
MF_1__233__3,MF_1__233,1.0,3.0,3.0,3.0,2.0,5.0,5.0,7.0,10.0,8.0,10.0,10.0,10.0,4.0,2.0,1.0,8.0,8.0,9.0,4
NZ_1__234__3,NZ_1__234,2.0,2.0,2.0,2.0,3.0,8.0,5.0,5.0,5.0,8.0,9.0,9.0,9.0,7.0,7.0,8.0,4.0,6.0,6.0,4
WK_1__236__3,WK_1__236,2.0,1.0,1.0,1.0,5.0,8.0,8.0,8.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,8.0,4
MK_1__237__3,MK_1__237,2.0,4.0,5.0,5.0,2.0,6.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,1.0,1.0,3.0,5.0,5.0,4
Ga96__245__3,Ga96__245,2.0,2.0,1.0,2.0,4.0,5.0,8.0,8.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,8.0,5.0,5.0,5.0,4
Ti89__246__3,Ti89__246,1.0,3.0,1.0,1.0,3.0,9.0,4.0,3.0,2.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,4
Ri63__247__3,Ri63__247,1.0,6.0,5.0,6.0,2.0,10.0,8.0,7.0,7.0,10.0,10.0,10.0,9.0,8.0,1.0,1.0,1.0,3.0,3.0,4
Ra63__248__3,Ra63__248,1.0,4.0,2.0,3.0,5.0,7.0,5.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,9.0,9.0,1.0,1.0,1.0,4
BS__248__3,BS__248,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,1.0,1.0,1.0,4
PB__250__3,PB__250,1.0,3.0,2.0,2.0,3.0,8.0,5.0,6.0,6.0,8.0,10.0,10.0,9.0,10.0,10.0,10.0,1.0,1.0,1.0,4
CB__251__3,CB__251,2.0,1.0,1.0,1.0,2.0,7.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,4
LB__252__3,LB__252,1.0,5.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,4.0,7.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,4
TK__253__3,TK__253,1.0,1.0,1.0,1.0,2.0,8.0,6.0,6.0,6.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,7.0,7.0,7.0,4
I1__254__3,I1__254,2.0,3.0,5.0,7.0,2.0,2.0,6.0,1.0,1.0,5.0,5.0,1.0,1.0,8.0,1.0,1.0,7.0,1.0,1.0,4
I2__255__3,I2__255,1.0,1.0,1.0,1.0,2.0,10.0,6.0,6.0,8.0,8.0,10.0,10.0,10.0,10.0,5.0,10.0,6.0,7.0,7.0,4
I3__256__3,I3__256,2.0,1.0,1.0,2.0,2.0,1.0,10.0,5.0,10.0,10.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,4
I4__257__3,I4__257,1.0,5.0,3.0,5.0,2.0,8.0,10.0,5.0,10.0,10.0,10.0,8.0,10.0,10.0,8.0,5.0,8.0,1.0,10.0,4
I5__258__3,I5__258,2.0,5.0,6.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,9.0,2.0,4.0,2.0,4
AK__259__3,AK__259,2.0,2.0,4.0,4.0,4.0,6.0,8.0,5.0,6.0,10.0,10.0,10.0,8.0,6.0,6.0,1.0,3.0,5.0,5.0,4
CR__260__3,CR__260,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,10.0,10.0,10.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,4
DK__261__3,DK__261,2.0,3.0,3.0,3.0,7.0,6.0,8.0,2.0,1.0,8.0,7.0,8.0,8.0,5.0,4.0,7.0,7.0,1.0,6.0,4
LC__262__3,LC__262,2.0,1.0,1.0,1.0,3.0,8.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,6.0,6.0,7.0,7.0,6.0,4
RR__263__3,RR__263,1.0,4.0,4.0,4.0,4.0,7.0,5.0,7.0,5.0,8.0,7.0,7.0,7.0,3.0,7.0,5.0,5.0,8.0,7.0,4
01_NP__264__3,01_NP__264,1.0,5.0,6.0,5.0,2.0,9.0,9.0,7.0,7.0,9.0,6.0,8.0,8.0,5.0,7.0,7.0,5.0,6.0,5.0,4
02_MK__265__3,02_MK__265,2.0,2.0,3.0,3.0,2.0,6.0,7.0,6.0,6.0,8.0,9.0,8.0,8.0,8.0,7.0,6.0,8.0,5.0,5.0,4
04_MK__267__3,04_MK__267,2.0,2.0,2.0,3.0,2.0,10.0,9.0,8.0,7.0,10.0,9.0,8.0,8.0,5.0,9.0,9.0,9.0,6.0,6.0,4
05_IK__268__3,05_IK__268,2.0,5.0,3.0,4.0,2.0,1.0,9.0,2.0,2.0,5.0,9.0,4.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,4
PB2__270__3,PB2__270,2.0,1.0,2.0,1.0,4.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1.0,1.0,4
PB3__271__3,PB3__271,1.0,4.0,1.0,4.0,7.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,4
KK_1__274__3,KK_1__274,2.0,2.0,2.0,1.0,2.0,10.0,9.0,10.0,10.0,10.0,7.0,7.0,8.0,8.0,10.0,8.0,9.0,3.0,6.0,4
