Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,Datum_1_Interview,Datum_2_Interview,Datum_3_Interview,Datum_4_Interview,V1,V01,V2,V3,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V10,V11,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V13,V14,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,V19_2_Interview,V19_3_Interview,V19_4_Interview,V20_2_Interview,V20_3_Interview,V20_4_Interview,V21_2_Interview,V21_3_Interview,V21_4_Interview,Miss_row_%,Days_Between_2_and_1_Interview,Days_Between_3_and_2_Interview,Days_Between_4_and_3_Interview,D4_2_1,D4_3_2,D4_4_3,D4_4_1,D6_2_1,D6_3_2,D6_4_3,D6_4_1,D12_2_1,D12_3_2,D12_4_3,D12_4_1
LS_1__384__6,LS_1__384,2018-04-09 00:00:00,2018-05-08 00:00:00,2018-06-06 00:00:00,2018-07-06 00:00:00,Harmony,639.0,1.0,1.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,1.0,1.0,6.0,8.0,4.0,4.0,8.0,8.0,8.0,2.0,2.0,10.0,9.0,9.0,7.0,4.0,4.0,7.0,6,8.0,7.0,8.0,8.0,5.454545454545453,29.0,29.0,30.0,1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,0.0,2.0,-4.0,0.0,-2.0
T_1__389__6,T_1__389,2018-04-07 00:00:00,2018-05-10 00:00:00,2018-06-11 00:00:00,2018-07-13 00:00:00,Internetexplorer,823.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,6.0,4.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,10.0,7.0,3.0,3.0,3.0,6.0,2.0,4.0,5.0,5.0,5.0,9.0,8,5.0,7.0,7.0,5.0,5.454545454545453,33.0,32.0,32.0,-1.0,0.0,0.0,-1.0,4.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0
K_5__391__6,K_5__391,2018-04-09 00:00:00,2018-05-12 00:00:00,2018-06-13 00:00:00,2018-07-11 00:00:00,Ebay Kleinanzeigen,155.0,1.0,1.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,5.0,1.0,5.0,8.0,8.0,8.0,3.0,2.0,10.0,1.0,2.0,6.0,2.0,8.0,4.0,5.0,8.0,4.0,9.0,7,5.0,5.0,4.0,8.0,3.6363636363636402,33.0,32.0,28.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-5.0,-5.0
P_3__392__6,P_3__392,2018-04-10 00:00:00,2018-05-11 00:00:00,2018-06-10 00:00:00,2018-07-11 00:00:00,Deezer,128.0,2.0,1.0,3.0,4.0,4.0,4.0,8.0,7.0,5.0,4.0,10.0,1.0,7.0,7.0,6.0,6.0,8.0,10.0,5.0,4.0,5.0,3.0,4.0,6.0,6.0,3.0,5.0,10.0,4,5.0,8.0,6.0,5.0,5.454545454545453,31.0,30.0,31.0,1.0,0.0,0.0,1.0,-1.0,-2.0,-1.0,-4.0,0.0,-1.0,0.0,-1.0
T_4__393__6,T_4__393,2018-04-10 00:00:00,2018-05-09 00:00:00,2018-06-09 00:00:00,2018-07-09 00:00:00,Audible,48.0,2.0,1.0,5.0,3.0,6.0,5.0,2.0,1.0,6.0,6.0,1.0,1.0,5.0,4.0,7.0,7.0,10.0,5.0,3.0,4.0,4.0,1.0,7.0,4.0,9.0,6.0,7.0,8.0,5,6.0,9.0,6.0,4.0,5.454545454545453,29.0,31.0,30.0,-2.0,3.0,-1.0,0.0,-1.0,5.0,0.0,4.0,-1.0,3.0,0.0,2.0
det18__395__6,det18__395,2018-03-30 00:00:00,2018-05-09 00:00:00,2018-06-13 00:00:00,2018-07-14 00:00:00,McDonalds,330.0,1.0,1.0,3.0,6.0,7.0,6.0,2.0,1.0,4.0,4.0,10.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,1,1.0,10.0,10.0,10.0,5.454545454545453,40.0,35.0,31.0,3.0,1.0,-1.0,3.0,-1.0,3.0,0.0,2.0,1.0,-1.0,1.0,1.0
110__399__6,110__399,2018-04-05 00:00:00,2018-05-14 00:00:00,2018-06-28 00:00:00,2018-07-18 00:00:00,Whatsapp,598.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,10.0,8.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,9.0,10.0,10.0,3.6363636363636402,39.0,45.0,20.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
111__400__6,111__400,2018-04-10 00:00:00,2018-05-14 00:00:00,2018-06-28 00:00:00,2018-07-18 00:00:00,Netflix,368.0,2.0,1.0,2.0,3.0,2.0,3.0,10.0,9.0,10.0,8.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,5.0,10.0,10.0,5.454545454545453,34.0,45.0,20.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0
112__401__6,112__401,2018-04-10 00:00:00,2018-05-14 00:00:00,2018-06-28 00:00:00,2018-07-18 00:00:00,Snapchat,485.0,2.0,1.0,6.0,1.0,1.0,1.0,8.0,8.0,8.0,6.0,1.0,1.0,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,8.0,6.0,6.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,34.0,45.0,20.0,-5.0,0.0,0.0,-5.0,0.0,0.0,-2.0,-2.0,2.0,0.0,0.0,2.0
113__402__6,113__402,2018-04-10 00:00:00,2018-05-14 00:00:00,2018-06-28 00:00:00,2018-07-18 00:00:00,Google Maps,234.0,1.0,1.0,4.0,2.0,3.0,4.0,7.0,8.0,10.0,10.0,1.0,1.0,6.0,7.0,10.0,10.0,10.0,7.0,8.0,5.0,8.0,10.0,1.0,2.0,7.0,10.0,10.0,10.0,10,10.0,9.0,8.0,10.0,5.454545454545453,34.0,45.0,20.0,-2.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,0.0,4.0
114__403__6,114__403,2018-04-10 00:00:00,2018-05-15 00:00:00,2018-06-28 00:00:00,2018-07-18 00:00:00,Prime Video,31.0,2.0,1.0,5.0,4.0,7.0,4.0,5.0,9.0,9.0,10.0,1.0,1.0,5.0,10.0,6.0,10.0,8.0,10.0,3.0,1.0,4.0,8.0,8.0,6.0,9.0,10.0,10.0,8.0,9,10.0,10.0,9.0,10.0,5.454545454545453,35.0,44.0,20.0,-1.0,3.0,-3.0,-1.0,4.0,0.0,1.0,5.0,5.0,-4.0,4.0,5.0
DB_1__404__6,DB_1__404,2018-04-03 00:00:00,2018-05-05 00:00:00,2018-06-07 00:00:00,2018-07-13 00:00:00,ING-Diba Banking,820.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,7.0,10.0,10.0,1.0,1.0,7.0,10.0,7.0,7.0,8.0,7.0,10.0,2.0,2.0,2.0,2.0,2.0,10.0,7.0,7.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,32.0,33.0,36.0,-1.0,1.0,0.0,0.0,2.0,3.0,0.0,5.0,3.0,-3.0,0.0,0.0
DB_2__405__6,DB_2__405,2018-04-07 00:00:00,2018-05-07 00:00:00,2018-06-07 00:00:00,2018-07-13 00:00:00,Sparkasse,495.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,7.0,6.0,6.0,8.0,8.0,2.0,1.0,1.0,2.0,3.0,3.0,6.0,5.0,5.0,8.0,10,10.0,8.0,10.0,10.0,5.454545454545453,30.0,31.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,1.0
DB_3__406__6,DB_3__406,2018-04-07 00:00:00,2018-05-08 00:00:00,2018-06-10 00:00:00,2018-07-14 00:00:00,Autoscout,49.0,1.0,1.0,1.0,2.0,7.0,7.0,5.0,4.0,9.0,9.0,1.0,1.0,10.0,7.0,9.0,9.0,5.0,10.0,4.0,7.0,7.0,3.0,5.0,5.0,7.0,9.0,9.0,2.0,8,8.0,4.0,9.0,9.0,5.454545454545453,31.0,33.0,34.0,1.0,5.0,0.0,6.0,-1.0,5.0,0.0,4.0,-3.0,2.0,0.0,-1.0
DB_5__408__6,DB_5__408,2018-04-10 00:00:00,2018-05-10 00:00:00,2018-06-10 00:00:00,2018-07-15 00:00:00,Kleiderkreisel,298.0,1.0,1.0,5.0,7.0,5.0,5.0,6.0,2.0,7.0,7.0,1.0,1.0,8.0,5.0,7.0,7.0,10.0,7.0,5.0,6.0,6.0,5.0,8.0,8.0,7.0,4.0,4.0,3.0,4,4.0,5.0,7.0,7.0,5.454545454545453,30.0,31.0,35.0,2.0,-2.0,0.0,0.0,-4.0,5.0,0.0,1.0,-3.0,2.0,0.0,-1.0
ME_1__409__6,ME_1__409,2018-03-15 00:00:00,2018-04-20 00:00:00,2018-05-26 00:00:00,2018-07-09 00:00:00,Nespresso,367.0,1.0,1.0,5.0,6.0,5.0,5.0,10.0,10.0,10.0,10.0,1.0,1.0,8.0,8.0,7.0,7.0,10.0,8.0,1.0,2.0,5.0,4.0,5.0,4.0,6.0,7.0,8.0,10.0,10,10.0,10.0,10.0,9.0,1.818181818181813,36.0,36.0,44.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
US_1__410__6,US_1__410,2018-03-20 00:00:00,2018-04-20 00:00:00,2018-06-23 00:00:00,2018-07-19 00:00:00,PayPal,393.0,1.0,1.0,3.0,4.0,5.0,6.0,9.0,10.0,8.0,7.0,1.0,1.0,10.0,9.0,9.0,9.0,8.0,10.0,6.0,5.0,4.0,1.0,4.0,5.0,10.0,9.0,10.0,10.0,9,9.0,10.0,10.0,10.0,1.818181818181813,31.0,64.0,26.0,1.0,1.0,1.0,3.0,1.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0
TU_1__411__6,TU_1__411,2018-04-02 00:00:00,2018-05-10 00:00:00,2018-06-12 00:00:00,2018-07-16 00:00:00,Safari,451.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,5.0,4.0,5.0,1.0,1.0,6.0,5.0,6.0,8.0,10.0,6.0,8.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,10.0,10,10.0,6.0,7.0,7.0,1.818181818181813,38.0,33.0,34.0,0.0,0.0,0.0,0.0,-5.0,-1.0,1.0,-5.0,-1.0,1.0,2.0,2.0
CC_1__412__6,CC_1__412,2018-04-10 00:00:00,2018-05-20 00:00:00,2018-06-23 00:00:00,2018-07-29 00:00:00,Clue,751.0,1.0,1.0,5.0,4.0,3.0,2.0,7.0,10.0,10.0,10.0,1.0,1.0,9.0,8.0,7.0,7.0,9.0,10.0,10.0,9.0,10.0,4.0,5.0,6.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,1.818181818181813,40.0,34.0,36.0,-1.0,-1.0,-1.0,-3.0,3.0,0.0,0.0,3.0,-1.0,-1.0,0.0,-2.0
IE_1__413__6,IE_1__413,2018-04-11 00:00:00,2018-05-20 00:00:00,2018-06-27 00:00:00,2018-07-19 00:00:00,Payback,391.0,1.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,6.0,6.0,5.0,1.0,6.0,6.0,7.0,7.0,6.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,6.0,5.0,5.0,6.0,8,7.0,7.0,8.0,8.0,1.818181818181813,39.0,38.0,22.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
JZ_1__414__6,JZ_1__414,2018-04-12 00:00:00,2018-05-28 00:00:00,2018-06-28 00:00:00,2018-07-15 00:00:00,Spotify,505.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,3.0,8.0,8.0,1.0,1.0,8.0,8.0,9.0,9.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,9.0,10,10.0,9.0,9.0,10.0,3.6363636363636402,46.0,31.0,17.0,0.0,0.0,0.0,0.0,-4.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0
JZ_2__415__6,JZ_2__415,2018-04-12 00:00:00,2018-05-28 00:00:00,2018-06-27 00:00:00,2018-07-17 00:00:00,Quizduell,427.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,7.0,7.0,5.0,1.0,10.0,9.0,10.0,10.0,10.0,10.0,6.0,3.0,3.0,4.0,2.0,2.0,10.0,9.0,9.0,10.0,10,10.0,10.0,10.0,10.0,7.2727272727272805,46.0,30.0,20.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-1.0,-1.0,1.0,0.0,0.0
JZ_4__417__6,JZ_4__417,2018-04-13 00:00:00,2018-05-28 00:00:00,2018-06-28 00:00:00,2018-07-18 00:00:00,Debeka,757.0,1.0,1.0,5.0,6.0,5.0,6.0,9.0,9.0,9.0,9.0,1.0,1.0,10.0,7.0,9.0,9.0,8.0,5.0,10.0,2.0,2.0,1.0,1.0,1.0,10.0,9.0,9.0,10.0,10,10.0,8.0,10.0,10.0,5.454545454545453,45.0,31.0,20.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,2.0,0.0,-1.0
JZ_5__418__6,JZ_5__418,2018-04-16 00:00:00,2018-05-28 00:00:00,2018-06-28 00:00:00,2018-07-18 00:00:00,Google Maps,234.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,10.0,1.0,3.0,4.0,10.0,10.0,6.0,1.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,8.0,1,1.0,9.0,2.0,2.0,7.2727272727272805,42.0,31.0,20.0,1.0,0.0,0.0,1.0,5.0,-9.0,2.0,-2.0,-4.0,-5.0,0.0,-9.0
SS_01__1__7,SS_01__1,2018-01-03 00:00:00,2018-01-31 00:00:00,2018-02-28 00:00:00,2018-03-28 00:00:00,Here WeGo,247.0,1.0,1.0,7.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,7.2727272727272805,28.0,28.0,28.0,-6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-4.0
JH_02__2__7,JH_02__2,2018-01-04 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-03-29 00:00:00,Snapchat,485.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,8.0,7.0,6.0,1.0,2.0,9.0,6.0,5.0,6.0,10.0,10.0,10.0,9.0,10.0,6.0,7.0,7.0,6.0,6.0,5.0,10.0,10,10.0,8.0,7.0,7.0,1.818181818181813,28.0,28.0,28.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-3.0,-3.0,-1.0,1.0,-3.0
CH_03__3__7,CH_03__3,2018-01-05 00:00:00,2018-02-02 00:00:00,2018-03-02 00:00:00,2018-03-30 00:00:00,Wetter.com,596.0,1.0,1.0,7.0,7.0,4.0,5.0,1.0,2.0,1.0,10.0,1.0,1.0,1.0,8.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,10.0,10.0,5,8.0,10.0,10.0,10.0,7.2727272727272805,28.0,28.0,28.0,0.0,-3.0,1.0,-2.0,1.0,-1.0,9.0,9.0,7.0,-4.0,0.0,3.0
NR_04__4__7,NR_04__4,2018-01-05 00:00:00,2018-02-02 00:00:00,2018-03-02 00:00:00,2018-03-30 00:00:00,Messenger,172.0,2.0,1.0,7.0,6.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,2.0,1.0,1.0,1.0,7.2727272727272805,28.0,28.0,28.0,-1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
MD_05__5__7,MD_05__5,2018-01-06 00:00:00,2018-02-04 00:00:00,2018-03-04 00:00:00,2018-03-31 00:00:00,Lieferando,310.0,1.0,1.0,5.0,7.0,6.0,7.0,6.0,6.0,8.0,1.0,1.0,10.0,6.0,10.0,9.0,1.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,1.0,4.0,4,10.0,10.0,10.0,1.0,3.6363636363636402,29.0,28.0,27.0,2.0,-1.0,1.0,2.0,0.0,2.0,-7.0,-5.0,4.0,-1.0,-8.0,-5.0
BO_06__6__7,BO_06__6,2018-01-06 00:00:00,2018-02-04 00:00:00,2018-03-04 00:00:00,2018-03-31 00:00:00,Kicktipp,294.0,2.0,1.0,6.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,5.454545454545453,29.0,28.0,27.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-3.0,0.0,0.0,-3.0
BK_07__7__7,BK_07__7,2018-01-06 00:00:00,2018-02-04 00:00:00,2018-03-04 00:00:00,2018-03-31 00:00:00,Chefkoch,99.0,1.0,1.0,4.0,3.0,4.0,6.0,7.0,1.0,9.0,4.0,1.0,2.0,9.0,1.0,7.0,7.0,10.0,10.0,1.0,4.0,4.0,1.0,2.0,10.0,1.0,7.0,8.0,6.0,4,6.0,1.0,8.0,10.0,3.6363636363636402,29.0,28.0,27.0,-1.0,1.0,2.0,2.0,-6.0,8.0,-5.0,-3.0,-8.0,6.0,0.0,-2.0
JL_08__8__7,JL_08__8,2018-01-06 00:00:00,2018-02-03 00:00:00,2018-03-03 00:00:00,2018-03-31 00:00:00,H&M,241.0,1.0,1.0,2.0,7.0,3.0,3.0,10.0,9.0,8.0,10.0,1.0,1.0,10.0,10.0,9.0,10.0,10.0,8.0,10.0,9.0,10.0,6.0,4.0,5.0,9.0,9.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,28.0,28.0,28.0,5.0,-4.0,0.0,1.0,-1.0,-1.0,2.0,0.0,0.0,-1.0,1.0,0.0
NS_09__9__7,NS_09__9,2018-01-11 00:00:00,2018-02-07 00:00:00,2018-03-08 00:00:00,2018-04-05 00:00:00,TV on Air,551.0,1.0,1.0,5.0,4.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,5.454545454545453,27.0,29.0,28.0,-1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-4.0
NH_10__10__7,NH_10__10,2018-01-13 00:00:00,2018-02-07 00:00:00,2018-03-10 00:00:00,2018-04-07 00:00:00,Amazon,27.0,1.0,1.0,4.0,3.0,4.0,5.0,7.0,7.0,8.0,8.0,1.0,1.0,9.0,8.0,7.0,7.0,10.0,5.0,1.0,6.0,6.0,5.0,6.0,8.0,5.0,7.0,8.0,7.0,8,5.0,6.0,9.0,10.0,3.6363636363636402,25.0,31.0,28.0,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,-1.0,0.0,-2.0
KH_11__11__7,KH_11__11,2018-01-13 00:00:00,2018-02-10 00:00:00,2018-03-10 00:00:00,2018-04-07 00:00:00,Glückskind,221.0,1.0,1.0,3.0,7.0,4.0,4.0,8.0,8.0,8.0,9.0,1.0,9.0,10.0,10.0,10.0,9.0,8.0,10.0,8.0,7.0,6.0,2.0,1.0,1.0,9.0,8.0,9.0,10.0,9,10.0,9.0,9.0,10.0,3.6363636363636402,28.0,28.0,28.0,4.0,-3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0
SK_12__12__7,SK_12__12,2018-01-13 00:00:00,2018-02-10 00:00:00,2018-03-10 00:00:00,2018-04-07 00:00:00,Shazam,463.0,2.0,1.0,4.0,3.0,5.0,6.0,2.0,1.0,4.0,5.0,1.0,1.0,7.0,1.0,5.0,8.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,4,5.0,1.0,4.0,8.0,5.454545454545453,28.0,28.0,28.0,-1.0,2.0,1.0,2.0,-1.0,3.0,1.0,3.0,-6.0,4.0,3.0,1.0
ML_13__13__7,ML_13__13,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Spotify,505.0,2.0,1.0,3.0,2.0,3.0,3.0,8.0,7.0,9.0,7.0,1.0,1.0,10.0,8.0,9.0,8.0,10.0,9.0,10.0,9.0,7.0,5.0,8.0,8.0,9.0,8.0,7.0,10.0,10,10.0,8.0,7.0,8.0,3.6363636363636402,28.0,28.0,28.0,-1.0,1.0,0.0,0.0,-1.0,2.0,-2.0,-1.0,-2.0,1.0,-1.0,-2.0
MW_14__14__7,MW_14__14,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Trip Advisor,544.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,8.0,10.0,10.0,3.0,7.0,10.0,10.0,4.0,7.0,9.0,10.0,4.0,5.0,8.0,7.0,10.0,10.0,10,7.0,10.0,10.0,10.0,1.818181818181813,28.0,28.0,28.0,3.0,-2.0,-1.0,0.0,1.0,0.0,1.0,2.0,0.0,-7.0,4.0,-3.0
MF_15__15__7,MF_15__15,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Paypal,393.0,1.0,1.0,5.0,3.0,4.0,7.0,3.0,7.0,6.0,1.0,1.0,10.0,7.0,6.0,7.0,1.0,7.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,8.0,8.0,1.0,6.0,7,1.0,8.0,7.0,1.0,3.6363636363636402,28.0,28.0,28.0,-2.0,1.0,3.0,2.0,4.0,-1.0,-5.0,-2.0,-1.0,1.0,-6.0,-6.0
SB_16__16__7,SB_16__16,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Sparkasse,495.0,1.0,1.0,3.0,3.0,4.0,3.0,9.0,8.0,9.0,9.0,1.0,5.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,4.0,5.0,8.0,10.0,9.0,10.0,10,10.0,10.0,10.0,9.0,3.6363636363636402,28.0,28.0,28.0,0.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
SJ_17__17__7,SJ_17__17,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Währungsrechner,575.0,1.0,1.0,4.0,7.0,2.0,3.0,10.0,10.0,10.0,10.0,1.0,6.0,10.0,10.0,9.0,9.0,7.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,3,5.0,10.0,10.0,10.0,3.6363636363636402,28.0,28.0,28.0,3.0,-5.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
BK_18__18__7,BK_18__18,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Snapchat,485.0,2.0,1.0,3.0,1.0,7.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10,10.0,1.0,1.0,1.0,5.454545454545453,28.0,28.0,28.0,-2.0,6.0,0.0,4.0,-7.0,0.0,0.0,-7.0,-6.0,0.0,0.0,-6.0
FK_19__19__7,FK_19__19,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Communio,116.0,2.0,1.0,1.0,6.0,1.0,1.0,7.0,8.0,8.0,8.0,1.0,5.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,6.0,6.0,6.0,8.0,8.0,8.0,10.0,10,10.0,9.0,9.0,9.0,3.6363636363636402,28.0,28.0,28.0,5.0,-5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LF_20__20__7,LF_20__20,2018-01-15 00:00:00,2018-02-12 00:00:00,2018-03-12 00:00:00,2018-04-09 00:00:00,ADAC Spritpreise,714.0,1.0,1.0,4.0,5.0,7.0,7.0,8.0,3.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,3.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2,6.0,8.0,1.0,1.0,5.454545454545453,28.0,28.0,28.0,1.0,2.0,0.0,3.0,-5.0,-2.0,0.0,-7.0,0.0,-6.0,0.0,-6.0
AF_21__21__7,AF_21__21,2018-01-15 00:00:00,2018-02-12 00:00:00,2018-03-12 00:00:00,2018-04-09 00:00:00,Sport1,504.0,2.0,1.0,3.0,3.0,5.0,4.0,2.0,5.0,7.0,7.0,1.0,1.0,7.0,6.0,7.0,8.0,3.0,8.0,5.0,4.0,6.0,3.0,5.0,6.0,6.0,8.0,8.0,7.0,7,8.0,3.0,6.0,7.0,5.454545454545453,28.0,28.0,28.0,0.0,2.0,-1.0,1.0,3.0,2.0,0.0,5.0,-1.0,1.0,1.0,1.0
HL_1__34__7,HL_1__34,2018-02-06 00:00:00,2018-03-08 00:00:00,2018-04-10 00:00:00,2018-05-16 00:00:00,Spiegel,499.0,1.0,1.0,4.0,3.0,5.0,6.0,9.0,8.0,8.0,7.0,1.0,1.0,7.0,5.0,5.0,7.0,7.0,8.0,7.0,7.0,5.0,2.0,2.0,3.0,8.0,8.0,6.0,7.0,7,9.0,9.0,9.0,7.0,1.818181818181813,30.0,33.0,36.0,-1.0,2.0,1.0,2.0,-1.0,0.0,-1.0,-2.0,-2.0,0.0,2.0,0.0
HL_2__35__7,HL_2__35,2018-02-10 00:00:00,2018-03-15 00:00:00,2018-04-17 00:00:00,2018-05-16 00:00:00,Burger King,89.0,2.0,1.0,4.0,4.0,3.0,6.0,10.0,10.0,10.0,9.0,1.0,1.0,9.0,8.0,8.0,6.0,10.0,10.0,8.0,8.0,9.0,4.0,4.0,1.0,10.0,10.0,9.0,10.0,10,9.0,10.0,10.0,8.0,1.818181818181813,33.0,33.0,29.0,0.0,-1.0,3.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-3.0
HL_3__36__7,HL_3__36,2018-02-14 00:00:00,2018-03-14 00:00:00,2018-05-02 00:00:00,2018-06-10 00:00:00,kickstarter,293.0,1.0,1.0,3.0,3.0,4.0,6.0,3.0,6.0,6.0,6.0,1.0,3.0,6.0,7.0,7.0,7.0,2.0,10.0,4.0,4.0,3.0,8.0,8.0,9.0,7.0,7.0,7.0,6.0,5,5.0,6.0,6.0,6.0,1.818181818181813,28.0,49.0,39.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0
